sample,fastq_1,fastq_2,fasta
SRR11904202,"https://raw.githubusercontent.com/CDCgov/neissflow/main/assets/test_samples/SRR11904202_1.fastq.gz","https://raw.githubusercontent.com/CDCgov/neissflow/main/assets/test_samples/SRR11904202_2.fastq.gz","https://raw.githubusercontent.com/CDCgov/neissflow/main/assets/test_contigs/SRR11904202_contigs.fa"
SRR11904206,"https://raw.githubusercontent.com/CDCgov/neissflow/main/assets/test_samples/SRR11904206_1.fastq.gz","https://raw.githubusercontent.com/CDCgov/neissflow/main/assets/test_samples/SRR11904206_2.fastq.gz","https://raw.githubusercontent.com/CDCgov/neissflow/main/assets/test_contigs/SRR11904206_contigs.fa"
SRR11904216,"https://raw.githubusercontent.com/CDCgov/neissflow/main/assets/test_samples/SRR11904216_1.fastq.gz","https://raw.githubusercontent.com/CDCgov/neissflow/main/assets/test_samples/SRR11904216_2.fastq.gz","https://raw.githubusercontent.com/CDCgov/neissflow/main/assets/test_contigs/SRR11904216_contigs.fa"
SRR9985899,"https://raw.githubusercontent.com/CDCgov/neissflow/main/assets/test_samples/SRR9985899_1.fastq.gz","https://raw.githubusercontent.com/CDCgov/neissflow/main/assets/test_samples/SRR9985899_2.fastq.gz","https://raw.githubusercontent.com/CDCgov/neissflow/main/assets/test_contigs/SRR9985899_contigs.fa"
SRR9878333,"https://raw.githubusercontent.com/CDCgov/neissflow/main/assets/test_samples/SRR9878333_1.fastq.gz","https://raw.githubusercontent.com/CDCgov/neissflow/main/assets/test_samples/SRR9878333_2.fastq.gz","https://raw.githubusercontent.com/CDCgov/neissflow/main/assets/test_contigs/SRR9878333_contigs.fa"
SRR11904361,"https://raw.githubusercontent.com/CDCgov/neissflow/main/assets/test_samples/SRR11904361_1.fastq.gz","https://raw.githubusercontent.com/CDCgov/neissflow/main/assets/test_samples/SRR11904361_2.fastq.gz","https://raw.githubusercontent.com/CDCgov/neissflow/main/assets/test_contigs/SRR11904361_contigs.fa"
SRR9877719,"https://raw.githubusercontent.com/CDCgov/neissflow/main/assets/test_samples/SRR9877719_1.fastq.gz","https://raw.githubusercontent.com/CDCgov/neissflow/main/assets/test_samples/SRR9877719_2.fastq.gz","https://raw.githubusercontent.com/CDCgov/neissflow/main/assets/test_contigs/SRR9877719_contigs.fa"
